"V1" "V2"
"EOG400038.phy.clean.phy" 2.60389463152933 -0.360987355687853
"EOG408KTH.phy.clean.phy" -0.857208906801769 -1.9344513865142
"EOG40P2RK.phy.clean.phy" 2.60389463152931 -0.360987355687873
"EOG40ZPGM.phy.clean.phy" 2.78703147290904 1.51376329305624
"EOG415F0F.phy.clean.phy" -1.81272035827705 -1.10026364713328
"EOG41JWZ3.phy.clean.phy" -0.528785339118166 0.429272820157903
"EOG41ZCX0.phy.clean.phy" 0.892984594185091 -1.35772876574264
"EOG4254C9.phy.clean.phy" -3.09718963878177 -0.389355096463371
"EOG42FR30.phy.clean.phy" -0.454892755104489 -2.12533941737113
"EOG42NGKB.phy.clean.phy" 2.60389463152932 -0.360987355687862
"EOG431ZJJ.phy.clean.phy" 2.02549232745387 -1.81433463505711
"EOG43BK87.phy.clean.phy" -2.81850329139481 -1.67008133495495
"EOG43R26B.phy.clean.phy" 1.64106466923678 -0.705375537475875
"EOG43XSNM.phy.clean.phy" -2.61974347346139 3.98291828236147
"EOG447DDC.phy.clean.phy" 0.892984594185091 -1.35772876574265
"EOG44J13J.phy.clean.phy" 3.89211415647053 -1.65372763970135
"EOG44QRKQ.phy.clean.phy" -0.365283243910833 0.719091074000523
"EOG4547HN.phy.clean.phy" 2.60389463152932 -0.360987355687854
"EOG45DV8C.phy.clean.phy" -2.79950542019393 -0.293457412919837
"EOG45QFZH.phy.clean.phy" 2.29379400813801 1.37439634077603
"EOG4612NS.phy.clean.phy" -0.182086190662828 1.56638160703028
"EOG46DJMM.phy.clean.phy" -2.80061473472935 3.85399667503689
"EOG46Q5BR.phy.clean.phy" -3.17601672041566 -1.0904944174593
"EOG470S2X.phy.clean.phy" 2.60389463152932 -0.360987355687854
"EOG476HJ7.phy.clean.phy" -0.279703263016899 -1.91549136358439
"EOG479CSS.phy.clean.phy" -2.40977632143214 -0.290091370167809
"EOG47H48J.phy.clean.phy" 2.60389463152932 -0.360987355687854
"EOG47SR0R.phy.clean.phy" 3.47775501904521 0.667243255347702
"EOG480GGX.phy.clean.phy" 0.434647263215434 1.60531367245024
"EOG489365.phy.clean.phy" 3.8768122141513 -1.27898678139894
"EOG48GTP3.phy.clean.phy" 1.46189283714911 -0.83343792137098
"EOG48PK4M.phy.clean.phy" -0.85720890680185 -1.9344513865142
"EOG48W9MZ.phy.clean.phy" 3.80012305471415 2.15010577360506
"EOG495XB5.phy.clean.phy" 5.64318818746958 2.5078212428646
"EOG49GJ1H.phy.clean.phy" -0.0880938415032241 0.332582807536744
"EOG49P8HR.phy.clean.phy" 1.62914998498555 1.60625637918189
"EOG49W11S.phy.clean.phy" 0.385918537446593 -4.21418686555741
"EOG4B8GZ9.phy.clean.phy" -2.05695291337956 0.0729220122808917
"EOG4BK3NV.phy.clean.phy" -0.182086190662828 1.56638160703028
"EOG4BRV5B.phy.clean.phy" -3.18311805049665 4.24451443929034
"EOG4C5B3F.phy.clean.phy" -0.365283243910833 0.719091074000523
"EOG4CC2MR.phy.clean.phy" 2.58164248335564 -1.06376698723337
"EOG4CNPBM.phy.clean.phy" -4.61710221515389 4.40196778980703
"EOG4D257W.phy.clean.phy" 2.60389463152932 -0.360987355687854
"EOG4D7WRW.phy.clean.phy" 3.80049857719968 2.1319490630143
"EOG4DJHG2.phy.clean.phy" 1.36284017302088 3.02900578996209
"EOG4DZ0DP.phy.clean.phy" 2.60389463152932 -0.360987355687854
"EOG4FBGCB.phy.clean.phy" 0.220285695575644 1.64717396453883
"EOG4FN333.phy.clean.phy" 2.46785474261207 -2.21021880121239
"EOG4FTTKP.phy.clean.phy" -2.26474087834177 2.77706328206365
"EOG4G1K2F.phy.clean.phy" 0.238354674310061 6.10864774642427
"EOG4GB5R1.phy.clean.phy" -2.6558730614727 -0.869911569872178
"EOG4GHX70.phy.clean.phy" -0.85720890680185 -1.9344513865142
"EOG4GQNQ1.phy.clean.phy" -2.81300298701628 -0.854737026254978
"EOG4GTHZZ.phy.clean.phy" 1.30887143856973 -1.53585083359002
"EOG4H44NZ.phy.clean.phy" 1.62914998498554 1.60625637918189
"EOG4HHMN7.phy.clean.phy" 1.50094290161631 -2.56059643496282
"EOG4HT7CC.phy.clean.phy" 2.59191596972215 -2.08110221394484
"EOG4J9KHT.phy.clean.phy" 2.60389463152932 -0.360987355687854
"EOG4JM67H.phy.clean.phy" -0.526772367094622 -2.37402872187372
"EOG4JWSZD.phy.clean.phy" 2.60389463152932 -0.360987355687854
"EOG4K3JH1.phy.clean.phy" -2.20445572424786 -1.95295042912342
"EOG4KH1DV.phy.clean.phy" 1.52741278407689 1.42109872055248
"EOG4KWHC9.phy.clean.phy" 0.618506416367732 -0.116583425877841
"EOG4M90B0.phy.clean.phy" -2.63048983066548 3.31554801340543
"EOG4MKM10.phy.clean.phy" 1.30887143856973 -1.53585083359002
"EOG4MSBJ1.phy.clean.phy" 1.43269501292753 4.47235084594971
"EOG4N2Z6T.phy.clean.phy" -3.12670218376301 -0.80468580309306
"EOG4N8PQJ.phy.clean.phy" 0.291777982371909 -2.80784596885481
"EOG4NK9DK.phy.clean.phy" -0.809302868903225 -2.65756513675109
"EOG4NVX4R.phy.clean.phy" -0.85720890680185 -1.9344513865142
"EOG4P8D3Q.phy.clean.phy" -2.88731329572755 -0.136504986383694
"EOG4PK0V1.phy.clean.phy" -2.52086984834998 -0.997138542003016
"EOG4PVMJ2.phy.clean.phy" -2.7060227468561 -0.630658931831435
"EOG4Q5787.phy.clean.phy" -4.45924513455011 3.31129952006533
"EOG4QFTZR.phy.clean.phy" 1.73921608583652 -2.92811469524801
"EOG4QNKF8.phy.clean.phy" 1.52741278407689 1.42109872055248
"EOG4RBP47.phy.clean.phy" 1.46189283714911 -0.833437921370979
"EOG4RJDMC.phy.clean.phy" -3.32372696549014 0.8647432290543
"EOG4RR53N.phy.clean.phy" 4.58574417099862 4.39620597698382
"EOG4S4N17.phy.clean.phy" 5.14807969360566 -2.75101946971966
"EOG4SF7S7.phy.clean.phy" 4.14868481664614 2.19057135345073
"EOG4SQVFN.phy.clean.phy" -0.281300175127201 3.46607540531097
"EOG4SXKZV.phy.clean.phy" 0.144360254951643 -3.26624312395288
"EOG4TB2WK.phy.clean.phy" 5.2455076912789 -1.61962960293232
"EOG4TTF2V.phy.clean.phy" -3.08224845777019 -1.2042630822513
"EOG4V41SP.phy.clean.phy" -3.08224845777019 -1.2042630822513
"EOG4V9S93.phy.clean.phy" -2.73327665618314 0.404615425559584
"EOG4W0VZH.phy.clean.phy" 2.60389463152932 -0.360987355687854
"EOG4WH75Q.phy.clean.phy" -1.71089852088544 -0.096988190175436
"EOG4WWQ3D.phy.clean.phy" -0.279703263016899 -1.9154913635844
"EOG4X3FKP.phy.clean.phy" -1.91210740666334 -0.0775609326122391
"EOG4XD2BD.phy.clean.phy" -2.31523948205743 -1.79486336599014
"EOG4Z616H.phy.clean.phy" 3.8768122141513 -1.27898678139894
"EOG4ZGMXV.phy.clean.phy" 0.892984594185091 -1.35772876574265
"EOG4ZW3VW.phy.clean.phy" 2.60389463152932 -0.360987355687854
"EOG400048.phy.clean.phy" -3.78155197010903 3.67492716573128
"EOG408KV1.phy.clean.phy" 0.266628662122593 4.4095136857297
"EOG40P2RN.phy.clean.phy" 1.52741278407689 1.42109872055248
"EOG40ZPH0.phy.clean.phy" 2.60389463152932 -0.360987355687853
"EOG41896F.phy.clean.phy" -0.894529725370955 -2.24332651252913
"EOG41NS5B.phy.clean.phy" -2.67519246389321 0.637431471307536
"EOG41ZCXD.phy.clean.phy" -2.25296499220827 2.22672928364502
"EOG4254CQ.phy.clean.phy" -2.02707185685072 3.01327202285978
"EOG42FR32.phy.clean.phy" 3.87014013401022 -1.12386261493388
"EOG42RBS6.phy.clean.phy" 2.60389463152932 -0.360987355687854
"EOG431ZJP.phy.clean.phy" -2.65188253086368 -1.86179769119225
"EOG43J9PG.phy.clean.phy" 2.60389463152932 -0.360987355687853
"EOG43R26K.phy.clean.phy" -2.48775810936351 0.0432071938375524
"EOG43XSNX.phy.clean.phy" -2.79950542019393 -0.293457412919837
"EOG44B8M6.phy.clean.phy" 2.60389463152932 -0.360987355687854
"EOG44J13R.phy.clean.phy" 2.59687065768884 0.750479683427942
"EOG44QRM3.phy.clean.phy" -2.22012349043767 -0.15489851669837
"EOG4547JK.phy.clean.phy" 3.43415778690609 6.26989426150443
"EOG45DV8W.phy.clean.phy" 4.29530356903068 -0.622897104727869
"EOG45QFZM.phy.clean.phy" -0.514954372781569 0.512187502336389
"EOG4612PB.phy.clean.phy" -2.47286254360271 -2.36642622725501
"EOG46DJMZ.phy.clean.phy" 0.201729504623123 0.686050022263565
"EOG46Q5BV.phy.clean.phy" 2.60389463152932 -0.360987355687854
"EOG470S3P.phy.clean.phy" -2.00237135382948 4.33931430773091
"EOG476HJ9.phy.clean.phy" -2.28218953525101 -0.506784234671813
"EOG479CT2.phy.clean.phy" 1.64106466923678 -0.705375537475874
"EOG47M0GT.phy.clean.phy" 1.52741278407689 1.42109872055248
"EOG47WM6K.phy.clean.phy" 0.892984594185091 -1.35772876574265
"EOG483BPH.phy.clean.phy" -3.2059144217011 0.323040253222322
"EOG489371.phy.clean.phy" -0.52580177829225 -3.2559749657209
"EOG48GTP6.phy.clean.phy" -2.64803802242729 -0.445678230239965
"EOG48PK4Z.phy.clean.phy" -3.32383438244675 1.58456305980453
"EOG4905V7.phy.clean.phy" 2.70096685877385 0.754611440210174
"EOG495XBQ.phy.clean.phy" -2.09940592573679 -0.42866786853385
"EOG49GJ1T.phy.clean.phy" 0.457912091972319 -0.14101769171012
"EOG49P8HT.phy.clean.phy" 0.369867168827152 -8.22608500337556
"EOG49ZW74.phy.clean.phy" 0.892984594185091 -1.35772876574265
"EOG4BCC5V.phy.clean.phy" -0.894529725370955 -2.24332651252913
"EOG4BK3Q7.phy.clean.phy" -4.15570193977242 -0.637514548448856
"EOG4BVQCF.phy.clean.phy" 1.64106466923678 -0.705375537475875
"EOG4C5B3K.phy.clean.phy" 2.60389463152932 -0.360987355687854
"EOG4CFXTD.phy.clean.phy" -3.00632872781722 -0.797288078270304
"EOG4CRJHR.phy.clean.phy" 1.46189283714911 -0.83343792137098
"EOG4D2584.phy.clean.phy" 0.112423380222074 0.251289449919967
"EOG4DBS08.phy.clean.phy" -0.894529725370955 -2.24332651252913
"EOG4DJHGW.phy.clean.phy" 2.62362580465334 1.29158440811664
"EOG4F1VN3.phy.clean.phy" -3.07062389625926 0.31938526839873
"EOG4FBGCG.phy.clean.phy" -2.26028468643772 3.77511028889435
"EOG4FN33K.phy.clean.phy" -2.56525528705644 -0.390776093902736
"EOG4FTTM2.phy.clean.phy" -3.31964548921325 3.35984810625486
"EOG4G4F87.phy.clean.phy" -0.0880938415032237 0.332582807536745
"EOG4GB5R8.phy.clean.phy" 0.0686322590216533 0.34622926320317
"EOG4GHX74.phy.clean.phy" 2.42621591116591 1.82129657099863
"EOG4GQNQ9.phy.clean.phy" -0.0880938415032237 0.332582807536745
"EOG4GTJ0C.phy.clean.phy" -3.6397450427964 1.12445308197045
"EOG4H44PB.phy.clean.phy" -2.54217745765044 -0.612006846493386
